"","rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
"5726",136640250,"A (Experience of the police)","Male",7,NA,2,1,1,"75+",1,"None","Rural",4,NA,1.13440191745758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.753157198429108
"5727",147290220,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"65-74",1,"Other","Urban",3,NA,1.09957349300385,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,4,4,4,NA
"5728",137210120,"D (Online security)","Female",5,NA,2,1,3,"45-54",1,"O level/GCSE","Urban",3,NA,0.733796060085297,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5729",136834130,"A (Experience of the police)","Male",5,NA,1,2,2,"35-44",1,"Degree or diploma","Urban",2,NA,0.680989682674408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.528007924556732
"5730",136087250,"A (Experience of the police)","Female",5,NA,1,2,1,"35-44",1,"Apprenticeship or A/AS level","Urban",5,NA,1.22150349617004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-0.263410478830338
"5731",137021300,"B (Attitudes to the CJS)","Female",5,NA,1,2,5,"35-44",1,"O level/GCSE","Urban",1,NA,0.599897146224976,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,1,3,2,NA
"5732",136251280,"D (Online security)","Male",6,NA,1,2,1,"35-44",3,"Apprenticeship or A/AS level","Urban",4,NA,1.6532975435257,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,NA
"5733",136350130,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"O level/GCSE","Urban",2,NA,1.21371281147003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.518842458724976
"5734",137069240,"D (Online security)","Female",7,1,2,4,3,"25-34",1,"Degree or diploma","Urban",4,NA,0.601094186306,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5735",147239050,"A (Experience of the police)","Female",7,NA,1,4,3,"35-44",4,"O level/GCSE","Urban",1,NA,1.39531099796295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,0.924170553684235
"5736",136405060,"B (Attitudes to the CJS)","Male",7,NA,2,4,5,"65-74",1,"Apprenticeship or A/AS level","Urban",NA,1,0.255258113145828,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,3,3,3,NA
"5737",137065230,"C (Crime preventing)","Male",5,NA,1,4,1,"45-54",1,"Apprenticeship or A/AS level","Urban",5,NA,0.806201338768005,NA,NA,NA,NA,"Very Worried","Not at all worried",NA,NA,"Not at all worried","Fairly Worried","Fairly Worried",0.575612843036652,0,4,4,4,NA
"5738",135492330,"A (Experience of the police)","Female",6,NA,2,1,6,"75+",2,"None","Urban",4,NA,0.642928421497345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5739",136406310,"C (Crime preventing)","Male",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",NA,4,0.245152026414871,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,1,3,3,3,NA
"5740",136885130,"A (Experience of the police)","Female",5,NA,1,1,2,"35-44",1,"Degree or diploma","Urban",4,NA,1.0089350938797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"5741",136533260,"B (Attitudes to the CJS)","Female",6,NA,1,1,3,"45-54",1,"Degree or diploma","Urban",5,NA,0.274898022413254,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,4,4,4,NA
"5742",136503190,"C (Crime preventing)","Female",7,NA,1,2,2,"45-54",1,"O level/GCSE","Urban",5,NA,1.58838617801666,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"5743",147628030,"C (Crime preventing)","Male",6,NA,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Rural",5,NA,0.66479218006134,NA,NA,NA,NA,"Very Worried","Not very worried",NA,NA,"Not Applicable","Fairly Worried","Not at all worried",NA,0,4,4,4,NA
"5744",136274070,"C (Crime preventing)","Female",4,NA,1,4,4,"55-64",4,"Degree or diploma","Urban",1,NA,0.552717447280884,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Very Worried","Very Worried","Very Worried",2.33724188804626,0,2,3,2,NA
"5745",137157260,"B (Attitudes to the CJS)","Female",1,2,1,1,1,"65-74",1,"Degree or diploma","Urban",3,NA,0.534212410449982,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"5746",136506270,"C (Crime preventing)","Male",7,NA,1,2,1,"55-64",1,"Degree or diploma","Urban",1,NA,1.08098542690277,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,0,4,4,4,NA
"5747",147444150,"C (Crime preventing)","Male",4,NA,1,4,1,"35-44",1,"O level/GCSE","Urban",1,NA,1.98369562625885,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Fairly Worried","Not at all worried",-0.205002978444099,0,2,4,3,NA
"5748",136945080,"D (Online security)","Male",7,NA,1,4,2,"55-64",1,"None","Urban",3,NA,0.690230667591095,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5749",136394020,"B (Attitudes to the CJS)","Male",6,NA,1,2,1,"45-54",3,"Degree or diploma","Urban",4,NA,2.21166729927063,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,4,4,4,NA
"5750",147407010,"A (Experience of the police)","Male",5,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",5,NA,1.44166564941406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.283783286809921
"5751",136967180,"B (Attitudes to the CJS)","Female",1,2,1,4,3,"16-24",1,"Degree or diploma","Urban",2,NA,0.81177145242691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5752",136942090,"A (Experience of the police)","Female",6,NA,1,2,2,"45-54",1,"Degree or diploma","Urban",5,NA,0.540884733200073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,1.17017412185669
"5753",136349120,"D (Online security)","Male",4,NA,2,4,4,"65-74",1,"Degree or diploma","Urban",3,NA,0.621532320976257,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"5754",137006070,"C (Crime preventing)","Female",6,NA,2,1,2,"55-64",1,"Degree or diploma","Urban",5,NA,1.18278670310974,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not Applicable",NA,0,4,4,4,NA
"5755",136975250,"A (Experience of the police)","Female",4,NA,2,4,4,"35-44",1,"O level/GCSE","Urban",1,NA,1.24793446063995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA
"5756",136442180,"B (Attitudes to the CJS)","Female",4,NA,2,4,1,"75+",1,"None","Urban",1,NA,1.5176944732666,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,4,4,4,NA
"5757",136996120,"D (Online security)","Male",7,NA,2,1,1,"65-74",1,"Apprenticeship or A/AS level","Urban",3,NA,1.14836645126343,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5758",136286240,"D (Online security)","Female",6,NA,1,2,4,"55-64",4,"Apprenticeship or A/AS level","Urban",2,NA,0.62876284122467,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5759",147360210,"A (Experience of the police)","Female",6,NA,2,1,1,"65-74",1,"Degree or diploma","Rural",NA,4,0.514271378517151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.29513692855835
"5760",136280020,"B (Attitudes to the CJS)","Female",3,NA,2,4,3,"35-44",4,"Apprenticeship or A/AS level","Urban",5,NA,0.618388831615448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,3,NA
"5761",136276120,"D (Online security)","Male",7,NA,1,1,3,"25-34",1,"Degree or diploma","Urban",4,NA,2.13977789878845,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5762",137111070,"C (Crime preventing)","Female",2,1,1,4,1,"45-54",1,"Degree or diploma","Urban",2,NA,1.87290930747986,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Fairly Worried","Fairly Worried","Not very worried",1.18415200710297,1,3,3,3,NA
"5763",136850170,"A (Experience of the police)","Male",3,NA,1,2,1,"35-44",4,"Degree or diploma","Urban",1,NA,1.31038379669189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,-0.966681122779846
"5764",136721020,"B (Attitudes to the CJS)","Female",7,NA,2,4,3,"16-24",1,"Degree or diploma","Urban",2,NA,0.694305777549744,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,1,3,3,3,NA
"5765",137166250,"A (Experience of the police)","Female",1,2,1,4,3,"25-34",1,"Apprenticeship or A/AS level","Urban",2,NA,0.621472895145416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.012643457390368
"5766",135638150,"C (Crime preventing)","Male",1,2,1,4,5,"55-64",1,"Degree or diploma","Rural",5,NA,0.257141888141632,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.257573813199997,0,4,4,4,NA
"5767",137142160,"D (Online security)","Male",7,NA,1,2,1,"45-54",1,"Degree or diploma","Urban",5,NA,2.12466764450073,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5768",147478260,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"75+",1,"None","Urban",5,NA,0.843243598937988,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"5769",136951190,"C (Crime preventing)","Male",5,NA,2,2,3,"35-44",1,"Degree or diploma","Urban",NA,2,0.571595907211304,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.226306915283203,0,4,4,4,NA
"5770",147516310,"C (Crime preventing)","Male",6,NA,1,4,1,"55-64",3,"Degree or diploma","Urban",1,NA,2.84258031845093,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Not at all worried","Very Worried","Very Worried",2.09816288948059,0,4,4,4,NA
"5771",135627110,"C (Crime preventing)","Male",7,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",1,NA,1.09754836559296,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not very worried",-0.535517632961273,0,3,3,3,NA
"5772",135589120,"D (Online security)","Male",1,2,1,4,1,"35-44",1,"Degree or diploma","Urban",1,NA,0.646773099899292,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5773",136118320,"D (Online security)","Female",7,NA,2,1,6,"75+",1,"None","Urban",1,NA,0.483004570007324,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5774",137025290,"A (Experience of the police)","Female",1,2,2,4,1,"45-54",1,"Apprenticeship or A/AS level","Rural",3,NA,0.677625894546509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.00496265990659595
"5775",136111260,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"75+",1,"O level/GCSE","Rural",5,NA,0.908800840377808,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5776",136811030,"C (Crime preventing)","Female",2,1,1,4,4,"35-44",1,"None","Urban",NA,4,0.327073454856873,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,3,4,4,NA
"5777",136962100,"B (Attitudes to the CJS)","Male",5,NA,1,8,-1,"45-54",4,"Other","Urban",2,NA,0.627018928527832,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,3,3,3,NA
"5778",135638070,"C (Crime preventing)","Female",5,NA,1,4,3,"45-54",1,"Degree or diploma","Rural",5,NA,0.263879656791687,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Fairly Worried","Not very worried","Not very worried",0.309823930263519,1,3,4,4,NA
"5779",137083150,"C (Crime preventing)","Female",7,NA,1,2,1,"45-54",1,"O level/GCSE","Rural",NA,2,0.939904868602753,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,3,3,2,NA
"5780",136008050,"A (Experience of the police)","Male",5,1,1,4,1,"35-44",3,"Degree or diploma","Urban",2,NA,2.63159513473511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,2.3461537361145
"5781",137061180,"B (Attitudes to the CJS)","Female",6,NA,1,1,2,"45-54",1,"Degree or diploma","Rural",3,NA,0.873602092266083,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"5782",136834200,"D (Online security)","Female",6,NA,1,4,1,"35-44",1,"Apprenticeship or A/AS level","Urban",1,NA,1.39574921131134,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,NA
"5783",136322130,"A (Experience of the police)","Female",2,1,2,4,1,"35-44",1,"None","Urban",2,NA,1.24247372150421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA
"5784",137217090,"A (Experience of the police)","Male",7,NA,1,1,2,"25-34",1,"Apprenticeship or A/AS level","Urban",2,NA,0.984379887580872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.968003749847412
"5785",137034100,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,1.22020900249481,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5786",136348270,"C (Crime preventing)","Female",7,NA,2,1,5,"65-74",1,"O level/GCSE","Rural",4,NA,0.57561182975769,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,1,4,4,4,NA
"5787",147604140,"B (Attitudes to the CJS)","Female",2,1,1,4,2,"25-34",1,"Degree or diploma","Urban",4,NA,1.00021076202393,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5788",147412100,"B (Attitudes to the CJS)","Male",6,NA,2,5,3,"16-24",1,"O level/GCSE","Urban",3,NA,1.78234124183655,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,3,4,4,NA
"5789",136717320,"D (Online security)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",5,NA,1.04407525062561,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"5790",136379160,"D (Online security)","Female",7,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",4,NA,0.8087158203125,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5791",135345050,"A (Experience of the police)","Female",7,NA,1,1,1,"45-54",1,"Other","Urban",NA,4,0.479564070701599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,2.23607420921326
"5792",136864150,"C (Crime preventing)","Male",1,2,2,4,1,"35-44",3,"None","Urban",2,NA,1.27812743186951,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Fairly Worried",2.61445236206055,0,2,3,3,NA
"5793",136545300,"B (Attitudes to the CJS)","Female",3,2,1,4,5,"45-54",1,"Apprenticeship or A/AS level","Urban",NA,2,0.537354230880737,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,2,2,2,NA
"5794",136744330,"A (Experience of the police)","Female",4,NA,1,2,1,"45-54",1,"O level/GCSE","Rural",3,NA,1.57458758354187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.692221462726593
"5795",147506120,"D (Online security)","Female",6,NA,2,2,1,"35-44",3,"Apprenticeship or A/AS level","Urban",2,NA,1.28095269203186,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5796",136711260,"B (Attitudes to the CJS)","Male",7,NA,2,5,3,"65-74",1,"Degree or diploma","Urban",4,NA,0.53805673122406,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"5797",136673240,"D (Online security)","Female",6,NA,1,2,3,"16-24",1,"O level/GCSE","Urban",NA,5,1.62477993965149,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5798",137109080,"D (Online security)","Female",6,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",2,NA,1.35812389850616,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5799",136261070,"C (Crime preventing)","Female",6,NA,1,4,5,"35-44",1,"O level/GCSE","Urban",1,NA,0.67367959022522,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,3,3,3,NA
"5800",135637150,"C (Crime preventing)","Male",7,NA,2,1,3,"75+",1,"None","Rural",4,NA,0.268104612827301,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,0,4,4,4,NA
"5801",136274190,"C (Crime preventing)","Male",4,NA,1,4,1,"35-44",1,"Other","Urban",3,NA,1.22024321556091,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,0,3,3,3,NA
"5802",147575290,"A (Experience of the police)","Male",6,NA,2,1,1,"65-74",1,"Degree or diploma","Rural",4,NA,0.624550998210907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.294968098402023
"5803",136713120,"D (Online security)","Male",6,NA,1,4,1,"35-44",1,"Apprenticeship or A/AS level","Urban",2,NA,1.17582142353058,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5804",136332210,"A (Experience of the police)","Male",1,2,1,4,3,"16-24",1,"Degree or diploma","Urban",5,NA,0.964284479618073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.178597956895828
"5805",136388190,"C (Crime preventing)","Female",5,NA,1,2,4,"35-44",1,"Other","Urban",5,NA,0.539204299449921,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Fairly Worried","Fairly Worried","Not very worried",0.927512168884277,0,4,4,4,NA
"5806",147321280,"D (Online security)","Male",5,NA,2,2,3,"16-24",1,"O level/GCSE","Urban",5,NA,2.39480066299438,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5807",137006040,"D (Online security)","Female",7,NA,1,1,6,"65-74",1,"None","Urban",5,NA,0.605728268623352,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5808",136095310,"C (Crime preventing)","Male",3,NA,1,4,1,"25-34",1,"O level/GCSE","Rural",3,NA,1.29130125045776,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.226306915283203,0,3,3,3,NA
"5809",136478030,"C (Crime preventing)","Male",7,NA,2,1,1,"65-74",1,"None","Urban",5,NA,0.627633929252625,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not Applicable","Not very worried","Not at all worried",NA,0,4,4,4,NA
"5810",136555290,"A (Experience of the police)","Female",1,2,1,1,5,"45-54",1,"Apprenticeship or A/AS level","Urban",2,NA,1.23691213130951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"5811",147454300,"B (Attitudes to the CJS)","Female",6,NA,2,1,1,"75+",1,"None","Urban",4,NA,1.2848334312439,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"5812",136006140,"B (Attitudes to the CJS)","Female",7,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",5,NA,2.0199556350708,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"5813",136254020,"B (Attitudes to the CJS)","Male",5,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",3,NA,1.58997797966003,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"5814",147398220,"B (Attitudes to the CJS)","Female",5,NA,2,4,3,"16-24",1,"None","Urban",1,NA,0.704562246799469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"5815",136838270,"C (Crime preventing)","Female",5,NA,2,2,1,"25-34",1,"O level/GCSE","Urban",2,NA,1.3660603761673,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Not very worried","Not very worried","Not at all worried",0.31896910071373,0,3,4,3,NA
"5816",136435070,"C (Crime preventing)","Male",5,NA,1,4,3,"16-24",1,"O level/GCSE","Urban",2,NA,1.55000245571136,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"5817",136235140,"B (Attitudes to the CJS)","Male",6,NA,2,4,5,"75+",1,"Apprenticeship or A/AS level","Urban",1,NA,0.537808358669281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"5818",136717190,"C (Crime preventing)","Male",7,NA,2,4,2,"35-44",1,"Apprenticeship or A/AS level","Urban",1,NA,1.67583513259888,NA,NA,NA,NA,"Very Worried","Not at all worried",NA,NA,"Not at all worried","Very Worried","Fairly Worried",0.884823620319366,0,3,4,3,NA
"5819",136450230,"C (Crime preventing)","Male",5,NA,2,1,1,"75+",1,"None","Urban",5,NA,1.05548214912415,NA,NA,NA,NA,"Fairly Worried","Not at all worried",NA,NA,"Not Applicable","Not at all worried","Not at all worried",NA,0,3,3,3,NA
"5820",147350030,"C (Crime preventing)","Female",7,NA,2,1,3,"65-74",1,"Degree or diploma","Urban",3,NA,0.534197926521301,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,4,NA
"5821",136205220,"B (Attitudes to the CJS)","Female",4,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",4,NA,0.754050612449646,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,3,4,3,NA
"5822",136416100,"B (Attitudes to the CJS)","Male",6,NA,1,2,3,"25-34",2,"Apprenticeship or A/AS level","Urban",1,NA,2.41237163543701,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,4,3,NA
"5823",136852060,"B (Attitudes to the CJS)","Male",7,NA,1,1,1,"45-54",1,"Apprenticeship or A/AS level","Urban",1,NA,3.32947421073914,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,3,3,3,NA
"5824",147309330,"A (Experience of the police)","Female",7,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",3,NA,1.03558850288391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.0112333754077554
"5825",136489290,"A (Experience of the police)","Female",3,NA,1,2,2,"25-34",1,"Degree or diploma","Urban",4,NA,0.600074112415314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,-1.21526670455933
"5826",136671120,"D (Online security)","Male",7,2,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Urban",5,NA,1.10071420669556,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5827",136093150,"C (Crime preventing)","Female",1,2,1,4,6,"65-74",1,"O level/GCSE","Urban",3,NA,0.603453934192657,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Very Worried","Very Worried","Not very worried",1.45295071601868,0,4,4,4,NA
"5828",147483320,"D (Online security)","Female",7,NA,1,2,3,"45-54",1,"Degree or diploma","Urban",1,NA,0.507812976837158,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,3,NA
"5829",147468270,"C (Crime preventing)","Female",6,NA,1,1,3,"16-24",1,"O level/GCSE","Urban",3,NA,1.90707778930664,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,4,4,4,NA
"5830",136754320,"D (Online security)","Female",7,NA,2,1,6,"75+",1,"Other","Urban",5,NA,0.311487674713135,13,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"5831",136082040,"D (Online security)","Female",7,NA,1,1,1,"55-64",1,"None","Urban",2,NA,0.586376428604126,99,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"5832",147464150,"C (Crime preventing)","Female",5,NA,2,1,5,"55-64",3,"Degree or diploma","Urban",1,NA,1.15512323379517,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Not at all worried","Not at all worried","Not very worried",0.029599754139781,0,3,3,3,NA
"5833",147578170,"A (Experience of the police)","Male",3,NA,2,5,3,"16-24",1,"O level/GCSE","Rural",3,NA,1.56423532962799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,-1.21526670455933
"5834",135410060,"B (Attitudes to the CJS)","Male",7,2,2,4,3,"25-34",1,"O level/GCSE","Urban",1,NA,0.814531564712524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,2,NA
"5835",135341360,"D (Online security)","Male",1,2,2,4,2,"55-64",1,"None","Urban",NA,1,0.75648707151413,10,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"5836",136829250,"A (Experience of the police)","Male",2,1,1,4,1,"35-44",4,"Degree or diploma","Urban",1,NA,1.37156271934509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.536129176616669
"5837",135443310,"C (Crime preventing)","Male",3,NA,1,2,3,"25-34",1,"Degree or diploma","Urban",5,NA,0.480598390102386,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-1.07933104038239,0,3,4,3,NA
"5838",137182220,"B (Attitudes to the CJS)","Male",5,NA,1,2,1,"35-44",1,"Apprenticeship or A/AS level","Urban",4,NA,1.1861674785614,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,4,4,4,NA
"5839",135627020,"B (Attitudes to the CJS)","Male",5,NA,1,4,1,"35-44",4,"Degree or diploma","Urban",1,NA,1.14091861248016,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,0,3,4,4,NA
"5840",136814040,"D (Online security)","Male",6,NA,2,1,1,"65-74",1,"Degree or diploma","Rural",NA,4,0.473558485507965,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
